Fruit_name,Fruit_weight,Fruit_color
Banana,2720.67,Yellow
Cherry,241.15,Red
Banana,2176.49,Yellow
Mango,1207.13,Yellow
Pineapple,1772.59,Brown
Banana,2169.82,Yellow
Watermelon,1293.39,Green
Pineapple,1950.08,Brown
Cherry,2864.39,Red
Papaya,604.1,Orange
Mango,1404.67,Yellow
Papaya,1008.3,Orange
Kiwi,1668.02,Brown
Watermelon,1310.82,Green
Kiwi,222.71,Brown
Orange,941.13,Orange
Blueberry,2532.35,Blue
Blueberry,1937.84,Blue
Papaya,2089.54,Orange
Orange,2998.97,Orange
Orange,2008.21,Orange
Strawberry,86.56,Red
Banana,1887.07,Yellow
Pineapple,2258.51,Brown
Mango,2914.98,Yellow
Banana,2906.7,Yellow
Banana,349.8,Yellow
Strawberry,2668.19,Red
Papaya,1537.76,Orange
Pineapple,198.68,Brown
Orange,170.15,Orange
Kiwi,2546.06,Brown
Pineapple,1177.95,Brown
Mango,2678.04,Yellow
Kiwi,1977.27,Brown
Mango,2501.69,Yellow
Cherry,1298.12,Red
Watermelon,387.95,Green
Banana,2626.21,Yellow
Mango,1136.54,Yellow
Pineapple,1434.4,Brown
Kiwi,1714.65,Brown
Blueberry,1597.41,Blue
Papaya,1824.89,Orange
Banana,1473.17,Yellow
Grapes,1965.16,Green
Cherry,956.91,Red
Strawberry,1504.23,Red
Strawberry,1017.22,Red
Papaya,465.92,Orange
Watermelon,822.59,Green
Mango,916.28,Yellow
Cherry,1173.49,Red
Cherry,2342.62,Red
Mango,394.35,Yellow
Banana,1881.69,Yellow
Kiwi,1433.2,Brown
Pineapple,242.68,Brown
Cherry,1643.36,Red
Grapes,187.72,Green
Cherry,1519.92,Red
Strawberry,577.62,Red
Grapes,1996.01,Green
Watermelon,2694.07,Green
Mango,1919.74,Yellow
Orange,1874.55,Orange
Kiwi,590.25,Brown
Banana,2018.19,Yellow
Watermelon,95.82,Green
Apple,1762.6,Red
Pineapple,587.08,Brown
Kiwi,2656.85,Brown
Strawberry,1260.38,Red
Strawberry,323.71,Red
Blueberry,963.08,Blue
Banana,1748.89,Yellow
Mango,2639.16,Yellow
Strawberry,1392.74,Red
Mango,397.38,Yellow
Apple,135.31,Red
Banana,925.55,Yellow
Kiwi,1146.32,Brown
Papaya,2744.3,Orange
Orange,802.91,Orange
Mango,1239.47,Yellow
Grapes,2090.37,Green
Papaya,293.93,Orange
Kiwi,1465.3,Brown
Pineapple,923.81,Brown
Apple,2854.43,Red
Cherry,2090.18,Red
Papaya,2835.69,Orange
Strawberry,277.91,Red
Blueberry,2592.34,Blue
Banana,403.33,Yellow
Strawberry,2295.33,Red
Blueberry,1525.36,Blue
Orange,2746.41,Orange
Papaya,223.14,Orange
Strawberry,2741.67,Red
Apple,495.82,Red
Mango,2271.71,Yellow
Blueberry,1363.18,Blue
Blueberry,318.88,Blue
Cherry,1633.37,Red
Banana,965.21,Yellow
Blueberry,119.09,Blue
Strawberry,394.72,Red
Grapes,1424.65,Green
Cherry,2787.88,Red
Papaya,1953.39,Orange
Papaya,796.19,Orange
Pineapple,2105.62,Brown
Apple,1628.58,Red
Cherry,2046.48,Red
Banana,2700.83,Yellow
Orange,1565.1,Orange
Watermelon,77.34,Green
Blueberry,534.77,Blue
Mango,1722.07,Yellow
Kiwi,2055.94,Brown
Strawberry,399.97,Red
Grapes,2796.33,Green
Kiwi,2731.94,Brown
Blueberry,573.81,Blue
Pineapple,96.44,Brown
Cherry,168.46,Red
Apple,2401.38,Red
Orange,387.04,Orange
Apple,585.1,Red
Orange,1242.57,Orange
Grapes,2235.9,Green
Banana,505.7,Yellow
Orange,1994.45,Orange
Kiwi,2476.74,Brown
Kiwi,2925.26,Brown
Pineapple,751.35,Brown
Strawberry,800.84,Red
Watermelon,1080.41,Green
Strawberry,890.43,Red
Mango,721.72,Yellow
Banana,670.72,Yellow
Banana,278.03,Yellow
Cherry,900.14,Red
Pineapple,2500.85,Brown
Banana,2892.92,Yellow
Strawberry,1652.21,Red
Grapes,201.79,Green
Grapes,248.14,Green
Grapes,2545.33,Green
Papaya,337.69,Orange
Pineapple,1308.2,Brown
Banana,369.72,Yellow
Papaya,456.39,Orange
Strawberry,446.84,Red
Apple,1927.0,Red
Cherry,1118.51,Red
Papaya,200.66,Orange
Banana,329.88,Yellow
Watermelon,2941.77,Green
Banana,562.42,Yellow
Papaya,748.57,Orange
Kiwi,436.29,Brown
Strawberry,1481.82,Red
Mango,114.96,Yellow
Blueberry,1601.95,Blue
Mango,1766.31,Yellow
Banana,2385.91,Yellow
Watermelon,417.56,Green
Blueberry,784.33,Blue
Grapes,766.05,Green
Pineapple,2458.88,Brown
Papaya,1634.22,Orange
Pineapple,2100.7,Brown
Grapes,2102.86,Green
Cherry,1851.24,Red
Mango,500.89,Yellow
Papaya,428.57,Orange
Kiwi,716.45,Brown
Kiwi,2284.41,Brown
Grapes,212.12,Green
Strawberry,785.01,Red
Banana,1045.23,Yellow
Pineapple,1288.26,Brown
Kiwi,1520.41,Brown
Cherry,1448.59,Red
Orange,2567.4,Orange
Strawberry,203.61,Red
Banana,1827.87,Yellow
Mango,2600.96,Yellow
Strawberry,1793.73,Red
Banana,2569.39,Yellow
Blueberry,1924.87,Blue
Strawberry,332.24,Red
Papaya,2531.69,Orange
Papaya,2141.18,Orange
Watermelon,2700.1,Green
Blueberry,445.93,Blue
Strawberry,2499.86,Red
Watermelon,1513.98,Green
Banana,2027.88,Yellow
Strawberry,902.08,Red
Kiwi,2862.14,Brown
Grapes,2367.72,Green
Orange,2139.5,Orange
Kiwi,1006.38,Brown
Grapes,1990.09,Green
Orange,1676.43,Orange
Papaya,210.41,Orange
Mango,2763.18,Yellow
Papaya,2240.16,Orange
Mango,2634.64,Yellow
Grapes,2209.6,Green
Grapes,1412.0,Green
Watermelon,885.3,Green
Kiwi,1354.42,Brown
Strawberry,939.47,Red
Banana,962.16,Yellow
Strawberry,1821.53,Red
Cherry,1803.53,Red
Apple,1598.21,Red
Apple,541.57,Red
Banana,1156.63,Yellow
Orange,924.18,Orange
Watermelon,2288.88,Green
Orange,515.0,Orange
Cherry,1821.55,Red
Pineapple,865.46,Brown
Mango,2497.57,Yellow
Banana,923.85,Yellow
Watermelon,2868.31,Green
Apple,2883.44,Red
Apple,1890.55,Red
Papaya,1154.61,Orange
Blueberry,334.86,Blue
Strawberry,530.2,Red
Blueberry,847.66,Blue
Orange,187.46,Orange
Papaya,734.92,Orange
Papaya,327.03,Orange
Kiwi,2565.57,Brown
Kiwi,2145.67,Brown
Watermelon,1473.27,Green
Strawberry,1764.55,Red
Papaya,922.31,Orange
Watermelon,2935.49,Green
Cherry,319.69,Red
Strawberry,2069.47,Red
Papaya,1089.9,Orange
Banana,408.66,Yellow
Cherry,2856.62,Red
Orange,2374.75,Orange
Strawberry,2385.59,Red
Papaya,1330.39,Orange
Mango,1610.68,Yellow
Mango,2931.34,Yellow
Pineapple,2153.28,Brown
Apple,1415.61,Red
Cherry,927.78,Red
Apple,561.98,Red
Pineapple,736.35,Brown
Strawberry,1332.68,Red
Blueberry,204.21,Blue
Banana,2368.68,Yellow
Pineapple,2746.47,Brown
Kiwi,268.8,Brown
Apple,1796.72,Red
Orange,1137.58,Orange
Blueberry,2777.82,Blue
Mango,1642.3,Yellow
Apple,1098.25,Red
Papaya,1423.23,Orange
Banana,1029.62,Yellow
Pineapple,2477.91,Brown
Pineapple,1704.64,Brown
Blueberry,1922.79,Blue
Blueberry,2334.52,Blue
Grapes,2803.92,Green
Banana,419.45,Yellow
Banana,2211.36,Yellow
Watermelon,2313.39,Green
Pineapple,2225.87,Brown
Papaya,533.17,Orange
Grapes,2357.84,Green
Strawberry,1723.57,Red
Watermelon,711.43,Green
Papaya,1985.08,Orange
Grapes,685.6,Green
Apple,2540.08,Red
Papaya,1659.44,Orange
Strawberry,1270.45,Red
Pineapple,1950.81,Brown
Mango,1757.4,Yellow
Blueberry,2309.45,Blue
Apple,181.85,Red
Blueberry,2728.96,Blue
Apple,1342.75,Red
Blueberry,1008.55,Blue
Orange,2233.78,Orange
Apple,1837.99,Red
Mango,132.04,Yellow
Papaya,2413.02,Orange
Orange,1300.27,Orange
Apple,2441.89,Red
Mango,53.45,Yellow
Kiwi,1590.47,Brown
Apple,2205.12,Red
Mango,1505.5,Yellow
Papaya,1630.48,Orange
Papaya,135.18,Orange
Cherry,2729.09,Red
Kiwi,1987.47,Brown
Grapes,1543.72,Green
Grapes,1109.9,Green
Apple,1601.77,Red
Cherry,2196.11,Red
Grapes,1434.26,Green
Pineapple,2898.93,Brown
Blueberry,2946.24,Blue
Watermelon,292.82,Green
Pineapple,2066.4,Brown
Papaya,812.59,Orange
Banana,719.16,Yellow
Watermelon,319.01,Green
Pineapple,1232.41,Brown
Banana,1421.3,Yellow
Apple,800.8,Red
Mango,169.09,Yellow
Grapes,249.73,Green
Pineapple,136.64,Brown
Watermelon,495.49,Green
Kiwi,1975.62,Brown
Mango,2450.27,Yellow
Blueberry,1408.27,Blue
Watermelon,2364.13,Green
Papaya,1425.86,Orange
Orange,1233.82,Orange
Banana,2045.24,Yellow
Blueberry,388.67,Blue
Watermelon,1890.84,Green
Blueberry,2401.22,Blue
Cherry,343.74,Red
Mango,830.57,Yellow
Orange,937.72,Orange
Mango,2291.39,Yellow
Cherry,2267.84,Red
Cherry,168.92,Red
Kiwi,268.58,Brown
Cherry,2187.54,Red
Banana,2155.91,Yellow
Strawberry,293.82,Red
Pineapple,2404.81,Brown
Grapes,1481.22,Green
Banana,551.87,Yellow
Papaya,333.69,Orange
Blueberry,1468.36,Blue
Apple,2701.97,Red
Mango,2342.89,Yellow
Pineapple,154.69,Brown
Watermelon,812.41,Green
Papaya,1352.7,Orange
Watermelon,2751.21,Green
Banana,2043.46,Yellow
Cherry,434.62,Red
Mango,1102.0,Yellow
Blueberry,2950.96,Blue
Strawberry,277.59,Red
Cherry,813.72,Red
Banana,82.05,Yellow
Blueberry,176.31,Blue
Orange,1308.43,Orange
Cherry,1680.11,Red
Mango,2289.01,Yellow
Orange,180.63,Orange
Strawberry,1852.12,Red
Papaya,732.9,Orange
Pineapple,257.83,Brown
Apple,1239.68,Red
Apple,2803.14,Red
Strawberry,2491.36,Red
Mango,1538.35,Yellow
Banana,1002.78,Yellow
Cherry,2787.72,Red
Cherry,2327.12,Red
Grapes,956.75,Green
Mango,1715.81,Yellow
Apple,1115.13,Red
Papaya,2929.71,Orange
Kiwi,1227.69,Brown
Strawberry,1070.66,Red
Banana,1352.19,Yellow
Grapes,986.07,Green
Blueberry,2252.2,Blue
Blueberry,2372.73,Blue
Pineapple,1864.95,Brown
Banana,2090.64,Yellow
Orange,2104.11,Orange
Papaya,1818.11,Orange
Strawberry,1846.06,Red
Pineapple,756.0,Brown
Kiwi,2729.53,Brown
Apple,1066.43,Red
Kiwi,191.51,Brown
Papaya,2131.06,Orange
Apple,935.27,Red
Mango,1749.74,Yellow
Banana,814.75,Yellow
Blueberry,1263.39,Blue
Papaya,2607.42,Orange
Banana,1328.77,Yellow
Kiwi,1990.51,Brown
Banana,964.03,Yellow
Kiwi,1666.49,Brown
Banana,2095.13,Yellow
Watermelon,1072.92,Green
Cherry,62.43,Red
Watermelon,110.47,Green
Pineapple,1121.56,Brown
Grapes,2922.79,Green
Mango,1672.93,Yellow
Pineapple,731.4,Brown
Pineapple,2811.43,Brown
Grapes,2310.39,Green
Mango,1831.35,Yellow
Blueberry,2013.51,Blue
Pineapple,2614.95,Brown
Grapes,463.12,Green
Banana,1091.77,Yellow
Strawberry,645.81,Red
Orange,2859.18,Orange
Pineapple,540.58,Brown
Apple,2144.17,Red
Orange,1496.78,Orange
Pineapple,2726.3,Brown
Orange,271.7,Orange
Blueberry,2049.59,Blue
Watermelon,1401.77,Green
Blueberry,1809.57,Blue
Blueberry,1956.38,Blue
Watermelon,1526.91,Green
Orange,798.26,Orange
Grapes,2640.06,Green
Grapes,305.61,Green
Pineapple,2527.91,Brown
Pineapple,1119.89,Brown
Watermelon,1888.54,Green
Kiwi,1824.92,Brown
Blueberry,180.33,Blue
Grapes,470.55,Green
Cherry,2813.94,Red
Watermelon,2346.09,Green
Mango,1591.6,Yellow
Orange,2715.25,Orange
Mango,1411.18,Yellow
Grapes,2192.37,Green
Grapes,185.29,Green
Orange,1811.79,Orange
Mango,2330.32,Yellow
Pineapple,889.34,Brown
Banana,2012.02,Yellow
Apple,2319.26,Red
Apple,1392.08,Red
Strawberry,2870.02,Red
Papaya,832.47,Orange
Orange,1168.76,Orange
Watermelon,160.17,Green
Orange,1517.99,Orange
Grapes,1558.19,Green
Pineapple,2767.63,Brown
Orange,392.26,Orange
Blueberry,1347.87,Blue
Pineapple,858.58,Brown
Blueberry,1992.1,Blue
Banana,1469.84,Yellow
Grapes,686.67,Green
Strawberry,454.79,Red
Grapes,2611.92,Green
Papaya,2577.32,Orange
Cherry,544.67,Red
Cherry,1011.23,Red
Papaya,2797.37,Orange
Pineapple,302.76,Brown
Pineapple,1012.79,Brown
Apple,1362.14,Red
Strawberry,803.55,Red
Kiwi,1752.18,Brown
Blueberry,914.88,Blue
Strawberry,2585.21,Red
Strawberry,2275.87,Red
Kiwi,2677.17,Brown
Pineapple,781.8,Brown
Blueberry,1184.82,Blue
Apple,1591.05,Red
Blueberry,765.85,Blue
Orange,2386.02,Orange
Cherry,1631.56,Red
Papaya,165.58,Orange
Apple,598.86,Red
Cherry,2071.8,Red
Strawberry,2669.41,Red
Cherry,1629.19,Red
Mango,1604.11,Yellow
Mango,690.78,Yellow
Kiwi,1105.48,Brown
Blueberry,1627.03,Blue
Pineapple,601.46,Brown
Banana,2031.43,Yellow
Blueberry,338.87,Blue
Grapes,1445.96,Green
Watermelon,2043.01,Green
Orange,2265.11,Orange
Orange,596.79,Orange
Papaya,2061.7,Orange
Blueberry,1222.91,Blue
Watermelon,632.52,Green
Watermelon,1081.95,Green
Mango,511.79,Yellow
Papaya,2253.98,Orange
Pineapple,2988.03,Brown
Watermelon,780.77,Green
Banana,2104.71,Yellow
Kiwi,176.94,Brown
Strawberry,2981.52,Red
Banana,1357.16,Yellow
Papaya,1280.37,Orange
Kiwi,1036.67,Brown
Blueberry,138.15,Blue
Orange,1297.24,Orange
Watermelon,357.34,Green
Mango,1210.03,Yellow
Kiwi,1749.47,Brown
Grapes,2067.37,Green
Watermelon,2559.48,Green
Papaya,1108.4,Orange
Cherry,629.99,Red
Papaya,1374.75,Orange
Grapes,1748.21,Green
Banana,303.32,Yellow
Mango,86.68,Yellow
Apple,2877.47,Red
Pineapple,2649.18,Brown
Strawberry,1016.8,Red
Mango,2506.76,Yellow
Mango,251.81,Yellow
Apple,266.76,Red
Mango,372.69,Yellow
Mango,2283.06,Yellow
Watermelon,1877.34,Green
Cherry,2939.94,Red
Watermelon,435.92,Green
Grapes,2299.87,Green
Blueberry,848.44,Blue
Mango,1381.35,Yellow
Watermelon,2186.73,Green
Strawberry,2545.91,Red
Orange,2026.15,Orange
Strawberry,1645.45,Red
Watermelon,851.29,Green
Grapes,2350.61,Green
Watermelon,2977.45,Green
Banana,1873.08,Yellow
Pineapple,2415.7,Brown
Watermelon,1330.53,Green
Strawberry,2834.27,Red
Blueberry,1210.15,Blue
Blueberry,1844.24,Blue
Strawberry,2389.53,Red
Watermelon,1489.77,Green
Kiwi,855.17,Brown
Banana,820.78,Yellow
Papaya,944.16,Orange
Mango,663.46,Yellow
Cherry,1534.94,Red
Banana,709.71,Yellow
Strawberry,218.11,Red
Grapes,273.31,Green
Banana,2566.69,Yellow
Apple,1881.72,Red
Grapes,2532.38,Green
Orange,1292.56,Orange
Watermelon,1033.39,Green
Orange,1678.96,Orange
Apple,2723.28,Red
Orange,340.04,Orange
Papaya,673.89,Orange
Blueberry,2274.08,Blue
Apple,587.85,Red
Mango,584.6,Yellow
Mango,2144.17,Yellow
Kiwi,2477.43,Brown
Mango,383.29,Yellow
Banana,921.06,Yellow
Papaya,2596.76,Orange
Apple,1357.67,Red
Watermelon,950.54,Green
Banana,1787.47,Yellow
Papaya,164.31,Orange
Apple,1830.49,Red
Grapes,1871.55,Green
Strawberry,1996.1,Red
Pineapple,895.22,Brown
Watermelon,1873.82,Green
Orange,1234.59,Orange
Apple,1876.3,Red
Papaya,493.74,Orange
Pineapple,481.3,Brown
Kiwi,1530.88,Brown
Kiwi,549.12,Brown
Banana,2042.28,Yellow
Apple,1612.55,Red
Strawberry,315.66,Red
Pineapple,1176.44,Brown
Pineapple,1858.6,Brown
Grapes,495.54,Green
Kiwi,2105.07,Brown
Kiwi,406.9,Brown
Mango,1271.8,Yellow
Apple,2799.63,Red
Mango,1028.94,Yellow
Pineapple,2301.7,Brown
Banana,123.29,Yellow
Watermelon,913.18,Green
Papaya,817.19,Orange
Orange,1217.41,Orange
Mango,2285.15,Yellow
Watermelon,1477.88,Green
Apple,2962.97,Red
Apple,1241.25,Red
Strawberry,264.63,Red
Banana,2868.33,Yellow
Orange,2351.56,Orange
Mango,960.81,Yellow
Banana,2152.07,Yellow
Mango,2058.11,Yellow
Grapes,782.89,Green
Pineapple,1592.34,Brown
Pineapple,2143.02,Brown
Strawberry,1630.09,Red
Kiwi,1707.61,Brown
Banana,1206.62,Yellow
Blueberry,182.58,Blue
Papaya,216.21,Orange
Orange,1406.2,Orange
Apple,930.58,Red
Orange,746.45,Orange
Orange,897.0,Orange
Grapes,2503.57,Green
Kiwi,1293.23,Brown
Cherry,103.22,Red
Watermelon,1486.54,Green
Mango,2582.37,Yellow
Apple,2420.51,Red
Grapes,2430.65,Green
Banana,744.11,Yellow
Kiwi,1214.71,Brown
Watermelon,2568.84,Green
Apple,2267.05,Red
Orange,2278.77,Orange
Mango,2442.56,Yellow
Cherry,582.73,Red
Blueberry,2696.88,Blue
Cherry,369.16,Red
Apple,1067.3,Red
Mango,2095.02,Yellow
Papaya,2400.28,Orange
Watermelon,67.9,Green
Watermelon,2297.53,Green
Orange,1220.4,Orange
Blueberry,180.61,Blue
Watermelon,2306.36,Green
Pineapple,584.42,Brown
Mango,2857.47,Yellow
Mango,2292.52,Yellow
Mango,2068.17,Yellow
Watermelon,1092.41,Green
Apple,138.56,Red
Blueberry,2394.87,Blue
Mango,1732.8,Yellow
Blueberry,2331.89,Blue
Cherry,1984.07,Red
Blueberry,856.81,Blue
Pineapple,1170.62,Brown
Strawberry,605.09,Red
Kiwi,2385.59,Brown
Apple,1440.54,Red
Mango,1739.17,Yellow
Mango,1604.79,Yellow
Mango,2663.22,Yellow
Watermelon,1729.82,Green
Watermelon,2666.66,Green
Pineapple,646.79,Brown
Mango,1116.87,Yellow
Mango,2058.27,Yellow
Papaya,617.83,Orange
Pineapple,1032.92,Brown
Watermelon,2256.2,Green
Orange,2855.04,Orange
Watermelon,2062.43,Green
Banana,1057.93,Yellow
Mango,1701.79,Yellow
Orange,551.68,Orange
Orange,934.78,Orange
Grapes,1074.32,Green
Kiwi,2568.88,Brown
Orange,1232.22,Orange
Papaya,2128.61,Orange
Strawberry,71.6,Red
Mango,1338.1,Yellow
Mango,1820.18,Yellow
Grapes,2659.34,Green
Pineapple,113.67,Brown
Pineapple,2425.5,Brown
Pineapple,2560.47,Brown
Cherry,1873.33,Red
Pineapple,1716.73,Brown
Grapes,2137.28,Green
Grapes,2337.57,Green
Apple,2877.19,Red
Kiwi,2527.37,Brown
Strawberry,711.76,Red
Grapes,671.89,Green
Watermelon,1969.18,Green
Watermelon,1875.07,Green
Grapes,1472.16,Green
Grapes,266.64,Green
Papaya,2307.79,Orange
Grapes,2259.32,Green
Mango,2682.67,Yellow
Papaya,458.42,Orange
Cherry,2742.24,Red
Papaya,2218.29,Orange
Strawberry,2817.63,Red
Papaya,2968.0,Orange
Grapes,1101.47,Green
Mango,2516.05,Yellow
Papaya,1224.08,Orange
Apple,56.55,Red
Watermelon,2377.75,Green
Cherry,2074.04,Red
Blueberry,1485.01,Blue
Kiwi,2558.9,Brown
Cherry,1796.7,Red
Banana,2682.94,Yellow
Papaya,1664.73,Orange
Papaya,2781.37,Orange
Strawberry,1438.95,Red
Blueberry,473.14,Blue
Kiwi,892.02,Brown
Papaya,779.38,Orange
Kiwi,2832.48,Brown
Pineapple,747.47,Brown
Cherry,1549.71,Red
Pineapple,1333.36,Brown
Strawberry,2485.4,Red
Banana,2351.23,Yellow
Apple,2421.68,Red
Pineapple,1203.39,Brown
Strawberry,2759.11,Red
Kiwi,1278.29,Brown
Watermelon,1473.21,Green
Strawberry,2809.8,Red
Mango,2791.5,Yellow
Strawberry,2242.67,Red
Kiwi,1343.1,Brown
Blueberry,2757.28,Blue
Grapes,627.28,Green
Mango,2798.96,Yellow
Orange,1851.03,Orange
Papaya,2500.86,Orange
Banana,1807.34,Yellow
Mango,2471.66,Yellow
Orange,1587.57,Orange
Banana,2452.15,Yellow
Cherry,1324.67,Red
Apple,1040.69,Red
Grapes,2791.52,Green
Kiwi,2614.43,Brown
Orange,1471.83,Orange
Watermelon,2246.29,Green
Papaya,256.49,Orange
Pineapple,941.71,Brown
Banana,1027.6,Yellow
Pineapple,991.74,Brown
Blueberry,982.5,Blue
Grapes,140.19,Green
Blueberry,474.6,Blue
Apple,1221.82,Red
Banana,2979.45,Yellow
Cherry,1608.35,Red
Mango,1569.56,Yellow
Orange,1705.95,Orange
Papaya,2629.5,Orange
Strawberry,1809.27,Red
Apple,1774.49,Red
Kiwi,438.36,Brown
Strawberry,1078.0,Red
Cherry,182.2,Red
Banana,153.98,Yellow
Apple,1111.61,Red
Cherry,1943.25,Red
Watermelon,2821.52,Green
Kiwi,1088.88,Brown
Kiwi,2128.24,Brown
Apple,2041.65,Red
Papaya,2655.62,Orange
Banana,1828.52,Yellow
Watermelon,2650.59,Green
Apple,2308.76,Red
Kiwi,1323.2,Brown
Papaya,1781.06,Orange
Blueberry,1118.14,Blue
Orange,2820.89,Orange
Kiwi,2518.42,Brown
Papaya,2484.25,Orange
Mango,2233.66,Yellow
Banana,575.96,Yellow
Strawberry,2585.56,Red
Orange,2909.0,Orange
Grapes,486.32,Green
Kiwi,1207.18,Brown
Kiwi,2829.55,Brown
Mango,458.39,Yellow
Apple,1408.36,Red
Blueberry,221.12,Blue
Orange,1467.39,Orange
Grapes,1167.89,Green
Grapes,339.73,Green
Blueberry,2790.27,Blue
Kiwi,1902.75,Brown
Cherry,1461.69,Red
Banana,1379.36,Yellow
Grapes,731.9,Green
Papaya,545.66,Orange
Blueberry,1300.88,Blue
Banana,1809.94,Yellow
Kiwi,1011.58,Brown
Apple,280.33,Red
Blueberry,2198.18,Blue
Strawberry,97.27,Red
Cherry,1446.32,Red
Cherry,2307.04,Red
Watermelon,1853.6,Green
Apple,1289.85,Red
Grapes,91.56,Green
Kiwi,2027.68,Brown
Apple,2964.47,Red
Pineapple,1279.53,Brown
Orange,2002.25,Orange
Apple,1835.29,Red
Banana,1618.81,Yellow
Pineapple,2047.25,Brown
Watermelon,741.04,Green
Mango,71.93,Yellow
Kiwi,538.38,Brown
Apple,2686.11,Red
Blueberry,194.51,Blue
Blueberry,2320.11,Blue
Apple,332.35,Red
Cherry,2688.52,Red
Papaya,554.72,Orange
Papaya,397.06,Orange
Cherry,1730.88,Red
Papaya,1520.57,Orange
Cherry,2171.54,Red
Blueberry,2238.09,Blue
Strawberry,2963.36,Red
Apple,2872.09,Red
Strawberry,1189.84,Red
Banana,2480.3,Yellow
Kiwi,2832.36,Brown
Orange,2997.36,Orange
Orange,1999.14,Orange
Strawberry,2903.86,Red
Banana,2515.36,Yellow
Grapes,152.61,Green
Cherry,2552.81,Red
Papaya,2582.16,Orange
Banana,357.31,Yellow
Orange,1990.96,Orange
Blueberry,791.34,Blue
Strawberry,279.8,Red
Grapes,460.41,Green
Watermelon,975.91,Green
Blueberry,2978.88,Blue
Apple,2216.15,Red
Grapes,500.56,Green
Pineapple,2611.75,Brown
Pineapple,373.0,Brown
Orange,493.89,Orange
Watermelon,380.55,Green
Mango,326.76,Yellow
Orange,1932.49,Orange
Cherry,2171.57,Red
Watermelon,1780.81,Green
Apple,1064.61,Red
Pineapple,1867.41,Brown
Pineapple,2446.34,Brown
Banana,1685.25,Yellow
Apple,964.83,Red
Papaya,1847.1,Orange
Papaya,991.42,Orange
Mango,2539.25,Yellow
Kiwi,241.53,Brown
Watermelon,2547.14,Green
Apple,342.33,Red
Banana,2419.71,Yellow
Orange,145.46,Orange
Kiwi,1351.53,Brown
Apple,1340.27,Red
Kiwi,594.56,Brown
Blueberry,1725.86,Blue
Kiwi,1767.81,Brown
Papaya,130.06,Orange
Watermelon,600.45,Green
Watermelon,1848.62,Green
Kiwi,1888.57,Brown
Strawberry,2598.23,Red
Watermelon,2225.48,Green
Apple,710.85,Red
Kiwi,794.31,Brown
Papaya,1371.98,Orange
Grapes,1058.56,Green
Pineapple,1325.24,Brown
Banana,1480.4,Yellow
Papaya,1516.8,Orange
Orange,2109.15,Orange
Apple,2961.13,Red
Orange,2445.1,Orange
Blueberry,2857.44,Blue
Papaya,1792.39,Orange
Blueberry,1878.5,Blue
Mango,395.13,Yellow
Grapes,2562.7,Green
Papaya,822.04,Orange
Blueberry,1142.8,Blue
Banana,537.15,Yellow
Apple,1402.16,Red
Pineapple,960.43,Brown
Banana,2658.48,Yellow
Papaya,1452.78,Orange
Apple,1728.75,Red
Pineapple,2571.96,Brown
Mango,1622.27,Yellow
Mango,412.84,Yellow
Watermelon,410.41,Green
Strawberry,234.96,Red
Grapes,945.53,Green
Grapes,2982.05,Green
Mango,2546.09,Yellow
Watermelon,1115.25,Green
Orange,139.4,Orange
Kiwi,434.62,Brown
Mango,682.16,Yellow
Kiwi,2885.16,Brown
Kiwi,199.25,Brown
Cherry,1005.69,Red
Pineapple,2761.21,Brown
Apple,2411.39,Red
Banana,1674.67,Yellow
Pineapple,941.33,Brown
Kiwi,175.18,Brown
Papaya,1611.29,Orange
Apple,390.65,Red
Grapes,2441.62,Green
Blueberry,534.87,Blue
Orange,200.46,Orange
Kiwi,1404.17,Brown
Pineapple,2543.1,Brown
Watermelon,2950.7,Green
Blueberry,1141.97,Blue
Orange,494.32,Orange
Strawberry,211.67,Red
Blueberry,1172.82,Blue
Strawberry,2392.86,Red
Cherry,325.9,Red
Blueberry,1711.83,Blue
Kiwi,2277.13,Brown
Papaya,1201.24,Orange
Cherry,155.84,Red
Cherry,1147.91,Red
Mango,210.57,Yellow
Banana,368.91,Yellow
Grapes,2417.34,Green
Blueberry,714.34,Blue
Pineapple,1785.19,Brown
Grapes,1648.02,Green
Apple,902.55,Red
Kiwi,1035.85,Brown
Kiwi,1449.01,Brown
Banana,565.07,Yellow
Papaya,1843.42,Orange
Watermelon,783.4,Green
Apple,1835.09,Red
Strawberry,2894.59,Red
Strawberry,1526.89,Red
Grapes,650.45,Green
Strawberry,2675.94,Red
Grapes,1712.06,Green
Mango,2209.94,Yellow
Blueberry,2974.43,Blue
Pineapple,118.65,Brown
Strawberry,1816.92,Red
Mango,570.97,Yellow
Banana,2233.87,Yellow
Kiwi,1810.46,Brown
Orange,888.75,Orange
Apple,562.26,Red
Watermelon,2255.29,Green
Watermelon,519.19,Green
Orange,2997.58,Orange
Watermelon,1455.21,Green
Cherry,1220.99,Red
Pineapple,2512.85,Brown
Strawberry,2700.57,Red
Kiwi,1936.92,Brown
Blueberry,128.06,Blue
Watermelon,2781.87,Green
Watermelon,2825.67,Green
Grapes,1642.99,Green
Apple,1600.5,Red
Orange,743.07,Orange
Apple,1842.96,Red
Orange,1559.6,Orange
Cherry,2088.01,Red
Mango,2126.57,Yellow
Strawberry,989.74,Red
Strawberry,2804.25,Red
Watermelon,2180.02,Green
Grapes,318.63,Green
Apple,1393.18,Red
Blueberry,1131.18,Blue
Cherry,390.47,Red
